"";"Observation.No";"Observed.y";"Predicted.Prob";"Predicted.y"
"2277";1741;0;0,306893759492454;0
"56";42;0;0,295026507794374;0
"2910";2212;0;0,499037439119638;0
"2235";1706;1;0,113762413065584;0
"427";333;1;0,472502627320156;0
"2804";2134;1;0,544959388174013;1
"717";549;0;0,448005837966147;0
"1369";1049;0;0,544787414340839;1
"577";441;1;0,657023260552628;1
"580";443;0;0,308044933791514;0
"2011";1535;0;0,436408236713466;0
"1613";1226;0;0,365696084378824;0
"2982";2260;0;0,337488257347278;0
"1297";993;1;0,413743007593515;0
"1100";834;1;0,293101300943386;0
"2474";1893;1;0,51679241608244;1
"523";406;1;0,547703069555122;1
"2315";1771;0;0,297901127955702;0
"94";69;0;0,341491525131823;0
"1733";1313;0;0,492061606564498;0
"346";266;0;0,45774684874492;0
"2116";1612;0;0,275107713313241;0
"2153";1641;0;0,527575783957606;1
"2743";2082;1;0,733843619895069;1
"1029";780;1;0,314358120298525;0
"371";287;0;0,445192908070663;0
"2829";2153;1;0,642106970877692;1
"1474";1124;0;0,447978948964893;0
"65";47;0;0,438772021904126;0
"2205";1684;0;0,463477883510171;0
"1159";881;0;0,337094445846564;0
"2381";1822;0;0,431833108265186;0
"2538";1939;1;0,498284100385965;0
"1798";1365;1;0,298319471259783;0
"998";755;0;0,574994461709921;1
"418";324;0;0,403340501267608;0
"1053";800;0;0,608966064260278;1
"2844";2168;1;0,700608617042225;1
"92";67;0;0,546832485204284;1
"108";79;0;0,565361757273074;1
"1287";984;1;0,51265988546396;1
"135";101;1;0,450336390143135;0
"3109";2349;1;0,538474432073984;1
"547";421;1;0,744606005271682;1
"1411";1080;1;0,444322492071251;0
"485";375;1;0,676312954959017;1
"631";487;0;0,492165014652778;0
"2141";1632;1;0,289582332280927;0
"2983";2261;1;0,440469783488257;0
"2698";2053;1;0,389355585031899;0
"1230";934;1;0,454857013054159;0
"2422";1855;1;0,351079723991981;0
"133";100;0;0,347167749131261;0
"1036";787;0;0,509208364131067;1
"1786";1355;1;0,344493714719429;0
"2312";1768;1;0,559371112521664;1
"2358";1803;0;0,17739324323173;0
"2651";2017;0;0,438934686411755;0
"1801";1368;0;0,455214527865949;0
"1890";1443;0;0,364747302527806;0
"1754";1329;1;0,505646107626352;1
"1281";979;0;0,479194154331679;0
"178";129;0;0,348121784591462;0
"1835";1396;1;0,454166657733295;0
"52";38;1;0,332072697239334;0
"1071";811;0;0,184475374694266;0
"2219";1695;0;0,118086658481969;0
"848";647;0;0,304810568919943;0
"68";49;1;0,489618682140871;0
"1430";1094;1;0,659803242521327;1
"1333";1022;1;0,482370906283264;0
"132";99;0;0,468042572594771;0
"2434";1863;0;0,603615922786796;1
"517";403;0;0,372501995201948;0
"2718";2068;1;0,286916335418628;0
"460";360;1;0,680397986984035;1
"912";693;1;0,308511423568821;0
"2236";1707;0;0,133350708606813;0
"1054";801;0;0,435256043240969;0
"1813";1379;1;0,41012454263101;0
"1937";1478;1;0,695475475921593;1
"1863";1420;1;0,61833175457434;1
"1612";1225;0;0,306915564418616;0
"1565";1188;1;0,443971810450256;0
"1508";1147;0;0,358062473498027;0
"1757";1332;1;0,255439969042829;0
"2308";1765;1;0,417710784456358;0
"1625";1234;1;0,216422881584683;0
"2772";2107;0;0,195327422334396;0
"2684";2041;1;0,28130475877372;0
"2995";2271;0;0,182462913397886;0
"2079";1585;1;0,406530652564559;0
"1092";827;1;0,458760101122719;0
"2751";2088;0;0,402787321812579;0
"412";321;0;0,306189118944363;0
"2827";2151;1;0,257137311614274;0
"1027";778;0;0,384555506704304;0
"1554";1179;1;0,434599068361029;0
"902";687;0;0,262795385242837;0
"1272";970;0;0,457662286478178;0
"1924";1468;0;0,629857613628136;1
"1152";876;1;0,494686027660645;0
"224";163;1;0,638400822524625;1
"141";106;1;0,325924760278854;0
"2025";1547;1;0,321735388753254;0
"1700";1285;0;0,504757600241706;1
"308";233;1;0,478843615372514;0
"2954";2239;0;0,554626769246421;1
"2121";1617;0;0,508997059749847;1
"2027";1549;1;0,538054313148465;1
"2764";2101;1;0,443977441906742;0
"2590";1973;0;0,400991702694205;0
"2217";1693;1;0,441823988256938;0
"1473";1123;0;0,293110900170458;0
"2996";2272;0;0,308335072872464;0
"2693";2050;1;0,50085192405264;1
"2433";1862;1;0,650152753789998;1
"640";493;0;0,314332884024421;0
"959";728;1;0,339275091874881;0
"148";111;1;0,211279676497752;0
"1188";901;1;0,391411578420031;0
"2206";1685;1;0,312498039520726;0
"1068";808;0;0,334161323353888;0
"236";174;1;0,718751902213984;1
"23";16;0;0,40668162484843;0
"3085";2333;1;0,679319361105324;1
"2833";2157;1;0,575874476006053;1
"682";525;1;0,69525252923758;1
"2646";2013;0;0,297526045895366;0
"2019";1542;1;0,562655466494429;1
"2330";1783;0;0,452085212433593;0
"309";234;0;0,460161141347847;0
"1961";1497;0;0,316628071316169;0
"1330";1019;1;0,470658509009844;0
"2460";1881;1;0,597876915523234;1
"500";389;1;0,599165198403213;1
"954";724;0;0,588078822921221;1
"1886";1439;1;0,341642161639214;0
"3074";2327;1;0,595192669547068;1
"351";271;1;0,439231680684847;0
"714";547;0;0,240206918849417;0
"2786";2120;0;0,393277503708645;0
"1453";1111;0;0,553829116001795;1
"2075";1582;1;0,458079656558522;0
"693";533;0;0,420881266916962;0
"2578";1964;1;0,483490256620267;0
"2717";2067;1;0,287300576043694;0
"274";210;1;0,455859469567205;0
"1747";1323;0;0,449084743254842;0
"2049";1562;0;0,437282539297669;0
"1855";1412;0;0,285862203257956;0
"444";347;0;0,538435007891433;1
"1326";1015;1;0,650898920787158;1
"11";9;0;0,563729139430822;1
"1025";776;0;0,492205612881855;0
"928";702;0;0,478241196911606;0
"2232";1703;1;0,672310499262049;1
"2191";1671;1;0,517548436454258;1
"1679";1272;1;0,400114443381376;0
"145";109;0;0,385464361747673;0
"2088";1594;1;0,346096553538268;0
"1689";1278;1;0,680000565065348;1
"2332";1784;0;0,477333695877293;0
"1044";794;0;0,684285911982827;1
"2114";1610;1;0,705079666624589;1
"1477";1127;0;0,203853982714722;0
"982";743;0;0,185757171161535;0
"983";744;0;0,314718530373676;0
"1616";1227;0;0,330882284599524;0
"1256";957;0;0,339548337125584;0
"742";567;1;0,276559959135172;0
"660";508;1;0,455908070831625;0
"1077";815;1;0,360028577138926;0
"2856";2176;1;0,477726023273498;0
"2540";1940;0;0,430015768955225;0
"724";555;1;0,57407891505326;1
"2297";1757;0;0,183230330499896;0
"1108";840;0;0,385678674062427;0
"192";138;0;0,556197893170769;1
"2230";1702;0;0,595266337060033;1
"815";622;0;0,401732395183096;0
"1954";1493;0;0,474908143343441;0
"1644";1247;1;0,308631023932548;0
"1498";1141;0;0,601000909769717;1
"2657";2021;1;0,704560904238862;1
"2546";1942;1;0,432787962988161;0
"2709";2062;0;0,209692009668131;0
"1888";1441;0;0,622156490182553;1
"2113";1609;0;0,621361729442911;1
"3140";2376;1;0,483773012730725;0
"563";433;0;0,463796995101595;0
"2237";1708;0;0,614087234816278;1
"2532";1935;0;0,472390569100405;0
"1217";923;0;0,493632286753504;0
"1936";1477;1;0,535252009499228;1
"887";676;1;0,241904152121383;0
"1792";1360;0;0,392883139067661;0
"1946";1486;0;0,315184133944318;0
"1305";1000;0;0,341172801749793;0
"2727";2072;0;0,371644485378093;0
"159";119;0;0,380591622244639;0
"1571";1193;1;0,491329545713606;0
"3048";2312;0;0,391428181472779;0
"3050";2314;0;0,441029908914622;0
"1209";917;1;0,650471004777749;1
"2489";1906;1;0,539797943096996;1
"2933";2230;1;0,64895836677;1
"2090";1595;1;0,405780987087272;0
"2061";1571;0;0,500195448824373;1
"727";556;1;0,5646259427639;1
"1738";1317;1;0,491910155319839;0
"86";65;0;0,645307146207066;1
"2981";2259;0;0,430123879429598;0
"195";140;0;0,117665908998228;0
"1366";1046;0;0,385656060888014;0
"1826";1389;1;0,702643850310137;1
"1440";1102;0;0,562572882142712;1
"1415";1082;0;0,490059707548195;0
"1386";1063;0;0,34799015736219;0
"1965";1501;1;0,532190266973455;1
"2832";2156;0;0,338870256305802;0
"1557";1182;0;0,501863571122443;1
"140";105;0;0,461277430234866;0
"1312";1005;1;0,591510632013536;1
"2132";1626;0;0,488050357899249;0
"250";188;1;0,643925333925953;1
"2385";1826;1;0,476749966148292;0
"3022";2292;0;0,204969686870026;0
"3119";2358;1;0,385396759095365;0
"2638";2007;0;0,443639936960261;0
"1094";829;1;0,422032747646943;0
"1963";1499;1;0,514674653984348;1
"1704";1289;1;0,465951393923182;0
"1900";1449;1;0,721425652138968;1
"2105";1606;1;0,390191867527897;0
"739";565;0;0,297128280784126;0
"361";278;0;0,367189769651108;0
"70";51;0;0,30011008557894;0
"1003";760;1;0,274169811621972;0
"1709";1294;0;0,477980421194999;0
"538";416;0;0,667575809037631;1
"850";648;1;0,362763197070147;0
"109";80;1;0,497173856487873;0
"1313";1006;0;0,184977939957332;0
"730";559;1;0,514170582422358;1
"2062";1572;0;0,509030303958768;1
"1854";1411;0;0,456491195720717;0
"2708";2061;1;0,569010559105875;1
"2656";2020;1;0,388763548796552;0
"53";39;0;0,182332693511268;0
"2852";2172;0;0,529932330490201;1
"1446";1106;1;0,59592320485206;1
"1306";1001;0;0,349193230734341;0
"1182";896;0;0,308933940427188;0
"1480";1129;0;0,600209817983794;1
"1887";1440;0;0,435053296561044;0
"681";524;1;0,392477687327187;0
"445";348;1;0,30057280994171;0
"749";573;1;0,369042509663257;0
"2793";2125;0;0,441247604333703;0
"1172";890;0;0,335221262941559;0
"1111";843;0;0,481380671299012;0
"2057";1568;0;0,503913885151712;1
"347";267;0;0,696439315981288;1
"174";127;0;0,286207159092443;0
"2549";1943;0;0,174953200739991;0
"2845";2169;1;0,235900646620913;0
"2671";2032;1;0,672017155497883;1
"1000";757;0;0,455999827357521;0
"2003";1530;0;0,568538220007713;1
"270";206;0;0,611686793422157;1
"233";171;1;0,589840935504804;1
"193";139;1;0,636820520074165;1
"2640";2009;1;0,461889563059512;0
"3070";2324;1;0,694024461775259;1
"2220";1696;0;0,536437751655498;1
"775";592;0;0,269171402610397;0
"1731";1311;1;0,508780390601492;1
"2120";1616;1;0,480879594176388;0
"2802";2132;0;0,386259594313279;0
"2372";1814;0;0,359892805942945;0
"2344";1795;0;0,465712357986239;0
"1921";1466;1;0,464921762135358;0
"2095";1599;0;0,413222524576074;0
"189";136;0;0,301693417709254;0
"1075";813;0;0,51707595200499;1
"1526";1157;0;0,390154956672294;0
"1530";1161;0;0,385984954388843;0
"1668";1264;0;0,34333991378868;0
"1573";1195;0;0,433932988993827;0
"766";585;0;0,470759759215339;0
"1372";1051;1;0,38598487607477;0
"1540";1169;0;0,461817047870742;0
"1399";1073;0;0,474039462730338;0
"1095";830;1;0,725376210485219;1
"1197";907;0;0,627303960541667;1
"3092";2338;0;0,469563369080691;0
"1349";1033;0;0,409354446435407;0
"1821";1386;0;0,595410507725161;1
"1122";853;0;0,447194454228141;0
"72";52;0;0,480044521940704;0
"3049";2313;0;0,612039119104217;1
"1947";1487;0;0,461773455446608;0
"124";92;0;0,6336545198777;1
"558";431;1;0,310010134048211;0
"2265";1729;1;0,13678398712955;0
"1364";1044;1;0,384714890396717;0
"821";627;0;0,329915514562346;0
"2126";1620;1;0,357599165739849;0
"2223";1698;1;0,46491105417414;0
"2525";1931;0;0,504261613988212;1
"2757";2094;1;0,481901616849379;0
"2658";2022;0;0,451798548397774;0
"2652";2018;1;0,3496277518667;0
"2229";1701;1;0,504520299313034;1
"1460";1114;0;0,340030606412206;0
"2669";2031;0;0,560593356036646;1
"874";667;0;0,322828181916189;0
"3123";2362;1;0,600025560206504;1
"322";246;0;0,218679854596074;0
"26";18;1;0,301705907023166;0
"3136";2372;0;0,589539517001855;1
"2021";1544;1;0,50427257905463;1
"1294";990;1;0,450169345881389;0
"188";135;0;0,647182855102147;1
"585";448;1;0,590121659047729;1
"2412";1849;0;0,47902002398109;0
"1999";1527;1;0,320292694009611;0
"1708";1293;0;0,620813742110381;1
"1433";1096;0;0,467632039434528;0
"3042";2307;0;0,438066778617067;0
"1711";1296;1;0,540345272466129;1
"520";405;0;0,3870835943874;0
"1201";911;0;0,55291160680791;1
"2443";1869;0;0,260143197787057;0
"2100";1603;0;0,353374425298736;0
"2001";1528;0;0,360390758304455;0
"44";32;1;0,359440399489484;0
"751";574;1;0,39982211224613;0
"1418";1085;1;0,478996688080276;0
"827";632;1;0,251258520717926;0
"120";88;0;0,555575824474999;1
"600";462;1;0,51947524396713;1
"2758";2095;0;0,391670650432158;0
"2360";1805;1;0,439132311763845;0
"408";317;1;0,572659115616408;1
"378";292;0;0,427891496299854;0
"944";715;0;0,510266938963962;1
"867";661;1;0,374190706503707;0
"2420";1854;0;0,481990620119764;0
"1611";1224;0;0,648451354862597;1
"2994";2270;0;0,556537211229207;1
"1911";1458;0;0,502426773428536;1
"709";545;0;0,427598019705928;0
"639";492;0;0,335453539976801;0
"2720";2069;1;0,680445799937985;1
"913";694;1;0,273848862184634;0
"2823";2147;1;0,452866715495337;0
"1534";1164;0;0,416517064205165;0
"993";751;1;0,536952147331506;1
"2755";2092;1;0,192512316012001;0
"1894";1445;1;0,330881934980527;0
"2705";2059;0;0,205639453756206;0
"1239";943;1;0,366140283787355;0
"890";678;1;0,369469026241345;0
"187";134;0;0,285738969731791;0
"2543";1941;0;0,23010742875678;0
"323";247;1;0,622221454579316;1
"1417";1084;1;0,619373316393131;1
"3138";2374;0;0,515425468488603;1
"1026";777;1;0,422743237033578;0
"2753";2090;0;0,439159261408661;0
"1908";1456;1;0,339642050612907;0
"3137";2373;1;0,523385943803626;1
"1098";833;0;0,663945236363769;1
"828";633;1;0,512042077184149;1
"1847";1406;0;0,204090380527198;0
"173";126;0;0,516055245623238;1
"1765";1339;1;0,521266418393919;1
"1126";856;0;0,409915168024108;0
"2104";1605;0;0,281146952884972;0
"1742";1318;1;0,713554264098625;1
"1396";1070;0;0,431262623956237;0
"811";619;0;0,450624607814108;0
"1760";1334;1;0,648299010622377;1
"2891";2198;1;0,493051389905122;0
"575";439;1;0,467053892339932;0
"2765";2102;0;0,186378833599041;0
"1831";1392;0;0,309991077187751;0
"1462";1116;1;0,454660005835525;0
"2661";2024;0;0,303753669268887;0
"2925";2223;0;0,555448756109901;1
"329";252;1;0,441072921864455;0
"2119";1615;0;0,36838823515235;0
"217";156;1;0,490740820349732;0
"249";187;1;0,61548710471214;1
"564";434;0;0,134767357485604;0
"1587";1207;0;0,432088871043863;0
"1857";1414;1;0,438871417950181;0
"1883";1437;1;0,687155314956881;1
"6";5;0;0,31308963517769;0
"1904";1453;0;0,488944371087688;0
"1160";882;0;0,627761816133179;1
"155";116;0;0,448419187483996;0
"1804";1371;0;0,34489811596154;0
"3047";2311;0;0,506729890671909;1
"31";22;0;0,318329577125612;0
"1782";1351;1;0,510906975716275;1
"3078";2328;1;0,673591093717076;1
"2584";1969;1;0,434530645480464;0
"240";178;0;0,256304489733129;0
"3002";2277;0;0,606812497718536;1
"2592";1975;1;0,629994685768308;1
"277";212;0;0,528148267944661;1
"1838";1399;0;0,327008169228212;0
"2168";1652;0;0,629852740528316;1
"339";261;1;0,601724693302428;1
"2625";1998;0;0,384225750038467;0
"1721";1304;1;0,396930457708428;0
"1224";928;0;0,333254631715601;0
"2500";1912;0;0,426945989485861;0
"774";591;0;0,488137519635855;0
"384";297;0;0,367582060859536;0
"34";25;1;0,693058627051807;1
"2713";2066;0;0,389209935662437;0
"791";604;1;0,331704882368062;0
"3045";2309;1;0,511024377844401;1
"1361";1042;1;0,544048311349863;1
"1377";1054;0;0,384730435321162;0
"870";664;1;0,469574662846276;0
"2020";1543;1;0,674538692070155;1
"2677";2037;1;0,598589170561659;1
"936";709;0;0,450661348035874;0
"258";195;1;0,555390746274201;1
"1343";1030;1;0,747738979725392;1
"1583";1203;1;0,352903201237076;0
"383";296;1;0,361425012218649;0
"2902";2205;1;0,319719631472487;0
"1605";1221;1;0,441312944015518;0
"430";336;0;0,38052986218831;0
"1672";1268;0;0,310879064285697;0
"752";575;0;0,520555276586175;1
"489";379;0;0,49762045322172;0
"1969";1503;0;0,585596634991236;1
"2901";2204;0;0,320505869855243;0
"2570";1959;0;0,460708816384845;0
"1603";1219;0;0,44116816616863;0
"2442";1868;0;0,488959020562911;0
"2128";1622;0;0,220593382953361;0
"2587";1971;1;0,519652619692144;1
"2017";1540;0;0,497570349028787;0
"1531";1162;0;0,511537321567078;1
"1652";1254;1;0,491777573545032;0
"2831";2155;1;0,305788081171219;0
"1756";1331;1;0,54451352518132;1
"457";357;1;0,278266869619967;0
"601";463;1;0,529693545032926;1
"1861";1418;0;0,333249557457797;0
"2275";1739;0;0,236591034592061;0
"2345";1796;0;0,410315434156735;0
"2526";1932;0;0,449134400711653;0
"1707";1292;0;0,321191745945247;0
"1848";1407;0;0,555868373747533;1
"1784";1353;0;0,658101877455877;1
"1618";1228;0;0,331810496434546;0
"2479";1897;1;0,455953720480453;0
"2775";2110;0;0,471866861818194;0
"1824";1388;1;0,314889425156456;0
"2288";1749;1;0,488608824410718;0
"1992";1522;1;0,536402836659636;1
"348";268;1;0,488815361717874;0
"1590";1209;1;0,458310704465913;0
"2184";1666;1;0,354485868139196;0
"1302";998;0;0,322518179114709;0
"472";367;1;0,527085805597909;1
"783";598;1;0,618600672295244;1
"1746";1322;0;0,299524940384058;0
"311";236;1;0,23862393584013;0
"958";727;1;0,501559049683853;1
"1912";1459;0;0,464218534455318;0
"267";203;1;0,516023288444533;1
"794";607;1;0,511234841459721;1
"1724";1307;0;0,704709576137669;1
"399";311;0;0,294490264970767;0
"598";460;1;0,552791211703144;1
"2596";1978;0;0,277021865654024;0
"2454";1876;0;0,418308416126016;0
"2026";1548;0;0,497055188607435;0
"1038";789;0;0,282056027333687;0
"1810";1376;1;0,399378840044264;0
"2094";1598;1;0,435726068348825;0
"121";89;1;0,523918311109134;1
"1484";1133;0;0,461357204779579;0
"787";601;0;0,566760914597696;1
"2149";1638;1;0,353927753817003;0
"2464";1884;0;0,653068600119637;1
"1170";888;1;0,367816034305574;0
"2084";1590;1;0,515938800707901;1
"1553";1178;0;0,33592572907117;0
"2496";1908;1;0,445539822331618;0
"1033";784;1;0,50154185449157;1
"2425";1857;1;0,550333119133617;1
"2359";1804;0;0,427383530939482;0
"1633";1239;0;0,4286280447087;0
"1031";782;1;0,394990841566929;0
"2853";2173;0;0,338566264033999;0
"2284";1745;1;0,544327030469864;1
"1216";922;1;0,474220116009131;0
"1964";1500;0;0,428863262825602;0
"2227";1700;0;0,477360298661543;0
"885";674;0;0,44975261381465;0
"1251";953;1;0,679410436403007;1
"2740";2080;1;0,281430574653564;0
"2260";1725;0;0,577962679895894;1
"1563";1186;0;0,407335572304223;0
"609";470;1;0,65569313937661;1
"842";644;0;0,427488519996537;0
"2783";2117;1;0,558975805893167;1
"2152";1640;0;0,60273865846065;1
"661";509;1;0,419518044553575;0
"2404";1843;0;0,294145581742796;0
"1507";1146;0;0,46753293110176;0
"708";544;1;0,35874892288518;0
"1840";1401;0;0,550466840078946;1
"1229";933;1;0,445472313312926;0
"1450";1110;1;0,613444531113344;1
"2183";1665;0;0,362500702407539;0
"2016";1539;1;0,449170954640605;0
"1064";806;0;0,326350877029943;0
"2499";1911;0;0,196119964286158;0
"2426";1858;1;0,70573694039241;1
"1128";858;0;0,407873242689526;0
"2801";2131;1;0,493598136768801;0
"345";265;0;0,542838331831158;1
"2292";1752;1;0,4796848002576;0
"525";408;1;0,609609032189213;1
"40";28;0;0,444538072417688;0
"1949";1489;1;0,551032024749677;1
"790";603;1;0,350093613666765;0
"2628";2000;0;0,499577599414449;0
"301";226;1;0,631155152909309;1
"1719";1302;0;0,307324211475727;0
"2472";1891;1;0,430163072833473;0
"1620";1230;1;0,548968585075202;1
"2903";2206;0;0,576639307482243;1
"653";503;0;0,568015129126654;1
"1885";1438;0;0,358727136766353;0
"2650";2016;0;0,313158172431356;0
"1650";1252;0;0,169891749601099;0
"2172";1655;1;0,508631291684392;1
"389";301;0;0,335566529373548;0
"447";350;0;0,642884568243022;1
"2920";2220;0;0,645744462976285;1
"1475";1125;1;0,526385584303488;1
"1795";1363;0;0,321125934402008;0
"117";86;1;0,626974515065978;1
"2938";2233;1;0,453572664727453;0
"294";222;1;0,513659423835744;1
"2958";2242;0;0,408817190556531;0
"2295";1755;0;0,396796729926259;0
"219";158;1;0,416700768097912;0
"276";211;0;0,255569840170529;0
"2564";1955;1;0,433382496170879;0
"1156";879;1;0,559585767619707;1
"2511";1920;0;0,356857882671409;0
"373";289;0;0,373192158884288;0
"2759";2096;0;0,334618906091811;0
"2178";1660;0;0,325473557999511;0
"1024";775;1;0,385128267855277;0
"2048";1561;1;0,43810014078854;0
"1269";968;1;0,648342207308792;1
"3";3;1;0,482420360412686;0
"1200";910;1;0,482834276266241;0
"2808";2136;1;0,630598997929424;1
"1729";1309;0;0,371461121145983;0
"1291";988;1;0,536060526181622;1
"731";560;0;0,323718670757204;0
"2843";2167;0;0,377582166069974;0
"2509";1919;0;0,552620874671842;1
"1815";1381;0;0,292803722663643;0
"1630";1237;1;0,483161427357092;0
"1486";1135;0;0,595457834300219;1
"1135";865;1;0,709971627505131;1
"2814";2140;0;0,311153805937597;0
"5";4;1;0,496508312108213;0
"626";482;0;0,444265846853169;0
"2940";2234;1;0,34342696182725;0
"1621";1231;0;0,28481950292583;0
"2562";1953;0;0,623128831965657;1
"765";584;1;0,455549163988712;0
"2193";1673;1;0,280900353912015;0
"2857";2177;1;0,607178083322543;1
"1567";1190;0;0,294868358935258;0
"1928";1471;1;0,672947829127615;1
"1593";1212;1;0,615846151389299;1
"701";539;1;0,631040817175986;1
"1300";996;0;0,388977525803238;0
"2177";1659;0;0,668328927454258;1
"919";697;1;0,338971245288006;0
"2773";2108;1;0,462243676277567;0
"1401";1075;1;0,697546802143241;1
"1677";1271;1;0,518840968285179;1
"2636";2006;0;0,566446828659702;1
"247";185;1;0,680802684904874;1
"3130";2366;0;0,162455042252154;0
"487";377;0;0,641054015794139;1
"2552";1946;1;0,487136410718672;0
"1124";855;0;0,566393900673456;1
"2270";1734;1;0,498614214109438;0
"428";334;0;0,339691559083696;0
"2550";1944;0;0,405348789885638;0
"423";329;0;0,409947437521933;0
"1429";1093;0;0,270835938711;0
"1793";1361;0;0,26098687901471;0
"2305";1762;1;0,680520640285425;1
"2502";1914;0;0,435483843059877;0
"2790";2122;1;0,417383347822155;0
"453";353;0;0,31232647063041;0
"1805";1372;0;0,324528604414715;0
"909";692;0;0,434574200807001;0
"2475";1894;1;0,543969802415799;1
"2221";1697;1;0,657696799143211;1
"2403";1842;0;0,208960406263219;0
"1385";1062;0;0,195272505684833;0
"201";144;1;0,428002233052519;0
"1829";1390;1;0,208847892219975;0
"556";430;1;0,526809742010887;1
"1635";1241;1;0,572485274705303;1
"2660";2023;1;0,296687370831229;0
"425";331;0;0,287607725379593;0
"1944";1484;1;0,480370954982714;0
"1811";1377;0;0,570469480989212;1
"405";314;0;0,509838455915572;1
"1871";1427;0;0,272248597203074;0
"1212";919;1;0,362658000068488;0
"860";656;0;0,407009355461561;0
"1537";1167;1;0,528916080121112;1
"1521";1155;0;0,515461298920131;1
"1245";947;0;0,385044449404007;0
"1316";1008;1;0,508267606009655;1
"1693";1281;1;0,436564797003806;0
"2014";1537;1;0,532146472208101;1
"2311";1767;1;0,518876254735757;1
"840";643;0;0,211455207110405;0
"2960";2243;0;0,289799118198967;0
"831";636;1;0,309903423762264;0
"2002";1529;0;0,304678627519541;0
"2194";1674;1;0,408538934462868;0
"634";490;0;0,432993738438065;0
"2633";2004;1;0,475634505681823;0
"721";553;1;0,466427569576026;0
"307";232;1;0,498628105878699;0
"697";537;0;0,493578515343096;0
"1812";1378;1;0,322318599346548;0
"1226";930;1;0,499015868832122;0
"2678";2038;1;0,486245499943007;0
"1769";1342;1;0,550078949098293;1
"2054";1565;1;0,41615657202722;0
"2746";2084;0;0,351105258093891;0
"722";554;0;0,506246971433604;1
"1582";1202;0;0,493396012660776;0
"1735";1314;0;0,291164714431858;0
"1789";1358;0;0,475814599940456;0
"458";358;0;0,248494412705286;0
"137";102;0;0,3455602645694;0
"2648";2014;1;0,463483527211935;0
