"";"Observation.No";"Observed.y";"Predicted.Prob";"Predicted.y"
"2337";1788;0;0,51414336545202;1
"2043";1558;0;0,390891014845681;0
"729";558;1;0,596400774082489;1
"220";159;0;0,396602263885687;0
"263";199;1;0,467005142582078;0
"74";54;0;0,337366266813412;0
"2069";1577;1;0,362145026280806;0
"2058";1569;1;0,681425485785149;1
"843";645;0;0,577043080343152;1
"2980";2258;0;0,305214081781949;0
"939";711;0;0,297489148188036;0
"2143";1634;1;0,717722957425771;1
"393";305;0;0,34340407356418;0
"1402";1076;1;0,388832724371535;0
"2033";1554;0;0,530149641726147;1
"1301";997;0;0,703876833742264;1
"1636";1242;0;0,281861991547087;0
"822";628;1;0,391091011562808;0
"970";736;1;0,513375453804271;1
"2314";1770;1;0,644741077491087;1
"602";464;1;0,451456750546316;0
"2192";1672;0;0,313289930425921;0
"1387";1064;1;0,367808338502923;0
"1566";1189;0;0,294842793858257;0
"2553";1947;0;0,368389312527827;0
"76";56;1;0,352782114613173;0
"2342";1793;0;0,537012151976073;1
"113";83;1;0,340323203523951;0
"2615";1991;0;0,355985575030107;0
"2067";1575;1;0,64244724614107;1
"677";521;0;0,271537705784458;0
"2884";2193;1;0,608080486287041;1
"1019";771;0;0,325592804879466;0
"2326";1781;1;0,590269331620256;1
"2158";1645;1;0,676018096037557;1
"649";500;1;0,419542848663438;0
"1599";1216;1;0,312173068374589;0
"2024";1546;1;0,657292167611157;1
"2181";1663;0;0,399402205439297;0
"2738";2079;0;0,541864140506476;1
"1500";1142;0;0,199413442734294;0
"1424";1090;1;0,450338891152383;0
"2953";2238;0;0,665776995782975;1
"2748";2086;0;0,51936190023502;1
"1512";1150;1;0,630908344050499;1
"2886";2195;0;0,367566333856166;0
"1971";1505;1;0,586983184514653;1
"2610";1989;1;0,441378349456113;0
"327";251;0;0,421212656259483;0
"2699";2054;0;0,548265762396807;1
"2023";1545;1;0,321873589818913;0
"1362";1043;0;0,624727891855816;1
"776";593;1;0,39624243680161;0
"42";30;0;0,329417307682413;0
"1676";1270;0;0,612656036883777;1
"1149";874;0;0,174412384496327;0
"2721";2070;1;0,671834173466404;1
"1274";972;1;0,582030913483245;1
"662";510;0;0,18784578209211;0
"2893";2199;0;0,558122056288435;1
"2731";2074;1;0,584133715308465;1
"334";256;0;0,462157605279608;0
"118";87;0;0,443163897621795;0
"2180";1662;0;0,31086548042762;0
"1070";810;0;0,278153150189371;0
"325";249;1;0,484975774250085;0
"1081";818;1;0,35420562423046;0
"588";451;1;0,556950893136731;1
"2323";1778;0;0,64269179526656;1
"576";440;1;0,655709389443894;1
"1397";1071;0;0,487507179918902;0
"2197";1677;1;0,464430765628294;0
"1872";1428;0;0,510060722954096;1
"2364";1807;1;0,645501695235895;1
"146";110;1;0,42528332095097;0
"1660";1259;1;0,503138099169347;1
"200";143;1;0,557002430978188;1
"353";273;0;0,514086224993777;1
"479";370;1;0,723551719667687;1
"694";534;0;0,621630894530096;1
"2629";2001;0;0,342408037141045;0
"1552";1177;1;0,523502935745092;1
"368";284;1;0,607639466883003;1
"1814";1380;0;0,620662618940487;1
"561";432;1;0,487864093614233;0
"546";420;0;0,562848758194845;1
"1743";1319;1;0,634128719015844;1
"2341";1792;1;0,645853376480565;1
"2703";2057;1;0,544692589964394;1
"161";121;0;0,392778237516372;0
"434";340;1;0,386289189317712;0
"138";103;1;0,506579004169038;1
"2291";1751;0;0,492481408377278;0
"1062";805;0;0,3286337200852;0
"1535";1165;0;0,485650136123352;0
"2639";2008;0;0,325133898986704;0
"2487";1905;0;0,52434344410691;1
"1404";1077;0;0,319516770823325;0
"2071";1578;1;0,455958049115563;0
"527";410;0;0,718488108582628;1
"2866";2182;1;0,521096068626451;1
"1021";773;1;0,366278818952113;0
"2667";2029;1;0,588340910445679;1
"1467";1119;1;0,533798242251503;1
"2877";2187;0;0,52791608478194;1
"1631";1238;1;0,692094844135569;1
"1938";1479;1;0,575179494661893;1
"2285";1746;1;0,5096068854074;1
"1015";770;0;0,620811441566653;1
"2293";1753;1;0,665688129295723;1
"1920";1465;0;0,274039077776134;0
"306";231;1;0,647315898924629;1
"2631";2002;1;0,516453557879236;1
"613";472;1;0,601354696374921;1
"1901";1450;0;0,332490106523001;0
"2734";2077;0;0,630271297434935;1
"2170";1654;0;0,465517589787335;0
"647";498;0;0,264012561033946;0
"2009";1533;0;0,528028717925836;1
"1564";1187;0;0,4692931411326;0
"837";640;0;0,360541410951187;0
"2316";1772;1;0,29782026729355;0
"2441";1867;1;0,357058433730141;0
"856";654;0;0,397814547119104;0
"2322";1777;0;0,479142117206219;0
"866";660;0;0,633966896756966;1
"2301";1760;0;0,518124339656702;1
"1215";921;1;0,278239080979637;0
"1173";891;0;0,301782805775242;0
"535";414;1;0,48959926366805;0
"2580";1965;0;0,599086120456444;1
"900";685;0;0,461692940087599;0
"1527";1158;0;0,313444198313607;0
"1471";1122;1;0,433854465502115;0
"1187";900;1;0,364650680326233;0
"397";309;1;0,433715204712702;0
"2465";1885;1;0,724076821701659;1
"1391";1066;0;0,655301535969238;1
"125";93;1;0,178604953569824;0
"2131";1625;0;0,269225582527298;0
"3094";2340;0;0,514392410005393;1
"2899";2202;1;0,487020684365298;0
"700";538;0;0,386161022294988;0
"2665";2027;0;0,475332986113142;0
"1354";1036;0;0,314755015679867;0
"2142";1633;1;0,545980441876679;1
"2485";1903;1;0,395257729879511;0
"1335";1024;0;0,197256991455545;0
"419";325;1;0,484509096357908;0
"1286";983;0;0,273187744237522;0
"1549";1174;1;0,345068720360875;0
"2350";1798;0;0,456872720278165;0
"2514";1922;0;0,544131470088903;1
"690";530;0;0,261420373755124;0
"303";228;1;0,222244120180252;0
"2597";1979;1;0,642673071372257;1
"3010";2284;0;0,38182402390458;0
"1082";819;0;0,215915293674288;0
"508";395;1;0,67652984736329;1
"888";677;0;0,187357915332826;0
"1265";964;1;0,472511052355303;0
"1909";1457;0;0,336785153576415;0
"344";264;0;0,289205891690217;0
"1384";1061;0;0,641019495245439;1
"1941";1482;1;0,436520925419685;0
"1022";774;1;0,720492700195755;1
"278";213;1;0,394456737868691;0
"318";242;0;0,509231337321172;1
"915";695;1;0,573661165917548;1
"3120";2359;0;0,435820968471824;0
"2073";1580;0;0,32085375660244;0
"2324";1779;0;0,257587668248528;0
"165";122;0;0,339863450686809;0
"1273";971;1;0,368696880842809;0
"536";415;1;0,50122819938074;1
"168";123;1;0,646317917132822;1
"2138";1630;1;0,322699526388885;0
"106";77;1;0,47650801100792;0
"1589";1208;0;0,378168630247947;0
"1702";1287;1;0,622686971546941;1
"126";94;1;0,702773643284651;1
"2760";2097;0;0,416481846438207;0
"1930";1473;1;0,567688779642539;1
"1107";839;0;0,480694041327544;0
"2050";1563;1;0,530520454881279;1
"946";717;0;0,586862014082745;1
"2924";2222;1;0,57727591736063;1
"2072";1579;0;0,726772578271938;1
"1428";1092;1;0,498720548125215;0
"1337";1025;0;0,329507273599061;0
"2965";2247;1;0,497554876197324;0
"820";626;0;0,252162348168861;0
"3040";2305;1;0,462992783863516;0
"2118";1614;0;0,514009105296613;1
"305";230;1;0,64665315427301;1
"1181";895;1;0,57808666215912;1
"2848";2170;0;0,307667570896508;0
"3110";2350;1;0,451771736271523;0
"2769";2104;1;0,421149690048791;0
"675";519;0;0,462247513056114;0
"2135";1628;1;0,691884441010797;1
"2452";1875;1;0,732945561361624;1
"1995";1524;0;0,47328153390168;0
"1093";828;0;0,32855433560936;0
"1030";781;0;0,606920466116867;1
"733";561;1;0,621316973162287;1
"1012";767;1;0,356541370786369;0
"1551";1176;1;0,573812670486952;1
"411";320;0;0,306147361067134;0
"2338";1789;1;0,621013990752852;1
"1880";1436;0;0,487962974945688;0
"2082";1588;1;0,300611993015309;0
"1576";1197;0;0,585466203526843;1
"2728";2073;0;0,329258747648895;0
"1407";1079;0;0,405201514579512;0
"1102";835;1;0,390601415245173;0
"2351";1799;0;0,328764849481579;0
"942";713;1;0,609255242894015;1
"2401";1840;1;0,437804271860462;0
"454";354;1;0,485026270203005;0
"2424";1856;0;0,229552692884224;0
"981";742;0;0,419666240543343;0
"1393";1068;0;0,298566435546437;0
"2567";1957;0;0,31362374151206;0
"1328";1017;0;0,442874108282986;0
"2271";1735;0;0,499475548363488;0
"2480";1898;0;0,456221731379924;0
"891";679;0;0,242895967671825;0
"3051";2315;0;0,391820631111781;0
"2676";2036;1;0,511463406066445;1
"2792";2124;1;0,272999252602296;0
"1984";1516;1;0,488768339380628;0
"2252";1719;0;0,495147339802908;0
"2004";1531;0;0,316140803108929;0
"1050";798;1;0,617434441910781;1
"216";155;0;0,474382665178979;0
"3122";2361;1;0,448516206939249;0
"1253";955;0;0,434587500916472;0
"670";515;0;0,159878488832815;0
"967";734;0;0,594713712225118;1
"1607";1222;0;0,336866685931431;0
"1120";851;0;0,462865074162235;0
"2588";1972;0;0,305164222693957;0
"60";44;0;0,442041873593859;0
"1690";1279;0;0,423154237779259;0
"51";37;1;0,487631278965091;0
"241";179;0;0,570011240644488;1
"32";23;0;0,440005435579623;0
"2632";2003;0;0,460599187183967;0
"1788";1357;1;0,662235072459429;1
"2367";1810;0;0,299764041922894;0
"2967";2249;1;0,561316730586596;1
"2536";1938;1;0,331173749710894;0
"1118";849;0;0,45588752310465;0
"83";62;1;0,618186464962776;1
"1292";989;1;0,41824930928628;0
"1622";1232;0;0,679813458024085;1
"817";624;1;0,463765073394184;0
"2662";2025;0;0,677536128712054;1
"1730";1310;0;0,37504610610608;0
"2313";1769;0;0,442245959480271;0
"2908";2210;1;0,602426329490437;1
"35";26;1;0,452074050462336;0
"1";1;1;0,563092748929142;1
"1133";863;1;0,30464283041653;0
"1276";974;0;0,465694012091538;0
"1585";1205;1;0,530767347023025;1
"1879";1435;0;0,425203666159509;0
"1338";1026;1;0,315823858695863;0
"785";600;1;0,302956520486294;0
"3029";2297;1;0,553765565317176;1
"302";227;0;0,384770373212095;0
"1661";1260;1;0,606387152228717;1
"2263";1728;0;0,381674941137829;0
"1592";1211;0;0,356240614689656;0
"2859";2179;1;0,44722823965866;0
"1506";1145;0;0,495598264250343;0
"1780";1349;1;0,4966409105695;0
"1834";1395;0;0,310093511906671;0
"2272";1736;1;0,622825308785919;1
"1935";1476;1;0,633496792212597;1
"410";319;1;0,621552111242543;1
"1558";1183;0;0,462348845150669;0
"8";7;0;0,354689027813796;0
"3080";2329;1;0,554499864634494;1
"691";531;0;0,45421851120843;0
"702";540;0;0,465701111168276;0
"1045";795;1;0,656833416675954;1
"2213";1690;0;0,33139184710709;0
"668";514;0;0,670649156623931;1
"1720";1303;0;0,320410677508864;0
"235";173;0;0,459185823125637;0
"1853";1410;1;0,34734131454283;0
"2756";2093;1;0,462588607424884;0
"1032";783;0;0,293690924356282;0
"2991";2267;1;0,549492198191065;1
"2822";2146;1;0,739156730932044;1
"2599";1980;1;0,569802717050119;1
"2581";1966;0;0,234346398768437;0
"79";58;1;0,299952182342653;0
"974";739;1;0,351683636003574;0
"1115";846;1;0,404831061161418;0
"231";169;1;0,719152936398634;1
"1420";1087;0;0,528185639236698;1
"2840";2164;0;0,471949830583155;0
"2388";1829;0;0,610057432096195;1
"2015";1538;0;0,637265492364522;1
"1132";862;0;0,175569544488704;0
"1626";1235;0;0,519093925351485;1
"2763";2100;1;0,435077720350495;0
"1830";1391;0;0,461547388160673;0
"532";413;0;0,328795242425726;0
"295";223;1;0,401644243959673;0
"1495";1138;0;0,399838771731763;0
"496";385;1;0,422547817734895;0
"2176";1658;1;0,380237772785884;0
"1341";1029;0;0,190060036775617;0
"391";303;1;0,389387386066431;0
"1799";1366;0;0,18952097248794;0
"156";117;0;0,316515807580741;0
"1624";1233;1;0,609614350361486;1
"1555";1180;1;0,449162240413585;0
"2208";1686;0;0,239313166184289;0
"1237";941;1;0,442098636846355;0
"2174";1657;1;0,396049217005946;0
"406";315;0;0,471972167878848;0
"1020";772;0;0,356096706088825;0
"2600";1981;1;0,593361521157515;1
"1869";1425;1;0,653554780346582;1
"1346";1031;0;0,484577538492275;0
"632";488;0;0,491289014512487;0
"2771";2106;0;0,424920124400736;0
"1431";1095;0;0,325825486529699;0
"1870";1426;0;0,321887390364938;0
"555";429;1;0,64951034884814;1
"1973";1507;0;0,349112106963107;0
"1270";969;0;0,357410421876571;0
"590";453;1;0,360944744990513;0
"13";11;1;0,511176891219549;1
"2687";2044;1;0,462668065799893;0
"1248";950;0;0,371777541025461;0
"2949";2237;0;0,467738581849353;0
"2080";1586;1;0,68393141651472;1
"388";300;0;0,347716656835608;0
"684";526;1;0,530157461845593;1
"3111";2351;0;0,603661151178901;1
"84";63;0;0,316547606024188;0
"2261";1726;1;0,532736773809204;1
"2012";1536;1;0,568490995708246;1
"2916";2216;1;0,523422226767992;1
"2212";1689;1;0,44560472661397;0
"1277";975;0;0,282424156267326;0
"1903";1452;1;0,411250133697715;0
"336";258;0;0,365901748139594;0
"2044";1559;0;0,484883547371626;0
"2418";1853;0;0,317240795976347;0
"2977";2256;1;0,408968473467502;0
"2165";1650;0;0,35707045749441;0
"2139";1631;0;0,305001714087162;0
"988";748;0;0,57338590755694;1
"1184";898;1;0,515842471179654;1
"597";459;0;0,318765690564115;0
"1334";1023;0;0,412583511969858;0
"971";737;1;0,33511582419635;0
"719";551;0;0,52223240554942;1
"977";740;1;0,391560756706463;0
"872";666;0;0,454719906419756;0
"486";376;0;0,34346602257927;0
"1319";1010;0;0,339175419108051;0
"2368";1811;1;0,128108484552767;0
"2117";1613;1;0,564226392547678;1
"829";634;0;0,35005918399078;0
"1852";1409;0;0,523309675931531;1
"338";260;1;0,505155932347132;1
"221";160;1;0,395917948574689;0
"1619";1229;0;0,329874930908041;0
"2644";2012;1;0,578127978959879;1
"1324";1013;0;0,536113538698689;1
"238";176;1;0,678256467167569;1
"1905";1454;1;0,282391543388516;0
"1199";909;0;0,438011298085133;0
"1028";779;0;0,212872766551948;0
"3055";2317;0;0,455646793148741;0
"878";669;1;0,295088039760972;0
"363";280;0;0,460057689303206;0
"484";374;0;0,235280852774132;0
"651";501;0;0,497983736862607;0
"293";221;0;0,375159770440221;0
"1878";1434;0;0,675569327041067;1
"933";707;1;0,694992383659611;1
"1162";884;0;0,406309155396426;0
"1639";1244;0;0,329205470223542;0
"1889";1442;0;0,319138224778186;0
"545";419;1;0,485323615069408;0
"1902";1451;0;0,422186524798169;0
"2918";2218;0;0,285889396325433;0
"1449";1109;0;0,374287532605237;0
"2269";1733;0;0,389221490634656;0
"816";623;1;0,334628092943679;0
"777";594;0;0,607455387931071;1
"152";114;1;0,432957611501307;0
"901";686;1;0,3143425355858;0
"1914";1461;0;0,528159185897392;1
"851";649;1;0,353121568093757;0
"1568";1191;1;0,744642617296068;1
"1809";1375;1;0,549313936150473;1
"2145";1636;0;0,482341791320974;0
"2085";1591;0;0,555974296594089;1
"686";527;1;0,430416820923393;0
"1483";1132;1;0,179520559820748;0
"313";237;1;0,722883701708804;1
"734";562;1;0,397533761768289;0
"81";60;1;0,639559650481757;1
"2830";2154;0;0,338675029928369;0
"2815";2141;0;0,311266911725512;0
"248";186;0;0,550646114111974;1
"2371";1813;0;0,325575042113963;0
"596";458;0;0,111874538269141;0
"1171";889;1;0,697919665905466;1
"1732";1312;0;0,340667693298633;0
"1434";1097;1;0,438564635535082;0
"1514";1151;1;0,607290292188691;1
"1981";1514;0;0,384728531820491;0
"1076";814;1;0,336260221029827;0
"497";386;0;0,545726791944651;1
"2063";1573;0;0,603785292840062;1
"507";394;1;0,304765752352591;0
"1993";1523;1;0,417556015551683;0
"539";417;1;0,501007122424375;1
"2029";1551;0;0,578817745934154;1
"1980";1513;0;0,472707949174936;0
"1637";1243;0;0,436374855651976;0
"1009";765;0;0,491607371315299;0
"1381";1058;1;0,635120934504493;1
"2112";1608;0;0,305257740751718;0
"2210";1688;1;0,366171356893236;0
"283";216;0;0,219240693921133;0
"1665";1262;1;0,504441417300807;1
"1295";991;0;0,316139731216036;0
"1327";1016;1;0,568435067108528;1
"1604";1220;0;0,350521085730347;0
"230";168;0;0,432860119159168;0
"648";499;0;0,204901096133138;0
"676";520;1;0,615836443334874;1
"1892";1444;0;0,508791672039752;1
"1007";763;1;0,651290556351346;1
"869";663;1;0,539222604555724;1
"1034";785;1;0,609235822597308;1
"1359";1040;1;0,49680802602313;0
"1010";766;0;0,544983651097703;1
"1761";1335;0;0,552049252541589;1
"204";147;0;0,314321791514153;0
"3112";2352;0;0,404920305469252;0
"2238";1709;0;0,294794229420896;0
"78";57;0;0,449142356311222;0
"1445";1105;0;0,445549644152028;0
"984";745;0;0,561234522810473;1
"1131";861;1;0,454131038513095;0
"511";398;0;0,332564440021108;0
"746";571;1;0,516150671798538;1
"1001";758;1;0,510663512923356;1
"1561";1185;1;0,467762701768544;0
"2774";2109;1;0,418146659164643;0
"1141";868;0;0,507887772167481;1
"2037";1555;0;0,5677521824104;1
"2370";1812;0;0,359317467927104;0
"1586";1206;1;0,469700019349706;0
"1706";1291;1;0,578103888235561;1
"1457";1113;1;0,562642880678636;1
"104";76;1;0,466784033988217;0
"12";10;1;0,510779819335724;1
"2394";1834;1;0,236858795719531;0
"160";120;1;0,679767076395011;1
"3071";2325;0;0,277546043358628;0
"1727";1308;0;0,496488221272019;0
"2273";1737;0;0,306679900487446;0
"1699";1284;0;0,399338386047909;0
"652";502;1;0,619190507696259;1
"1317";1009;0;0,397080474901992;0
"1745";1321;1;0,533589898080053;1
"1674";1269;1;0,725931945606353;1
"3126";2364;0;0,316325518449046;0
"1114";845;0;0,440831744486695;0
"3114";2353;1;0,421138683418994;0
"617";475;0;0,487631239352413;0
"1943";1483;0;0,392298014895249;0
"2253";1720;1;0,701209523906472;1
"2606";1987;1;0,471895265718427;0
"2267";1731;1;0,673331059989903;1
"1926";1469;0;0,413588883267982;0
"800";612;1;0,483542363866119;0
"1758";1333;0;0,472566639578844;0
"1710";1295;1;0,514320365621615;1
"234";172;1;0,352048967352146;0
"2387";1828;1;0,499213415368423;0
"1533";1163;0;0,356563300347374;0
"2266";1730;0;0,172758030238983;0
"799";611;1;0,711434461044107;1
"3027";2295;0;0,303924700448357;0
"905";689;1;0,321478604690188;0
"362";279;1;0,480477561014317;0
"2081";1587;0;0,406377024384869;0
"95";70;0;0,438663584592309;0
"2941";2235;0;0,72389805119735;1
"2343";1794;1;0,313977576010515;0
"2281";1743;1;0,456600179776255;0
"663";511;0;0,59862625759705;1
"2568";1958;1;0,592141046985937;1
"1511";1149;0;0,606537531404174;1
"2565";1956;0;0,218756403864098;0
"2621";1995;0;0,360243092186014;0
"491";381;1;0,293674876919326;0
"2907";2209;0;0,470131405395884;0
"2554";1948;0;0,558831439498577;1
"1090";825;1;0,426171802335002;0
"679";522;1;0,593937164968494;1
"2508";1918;1;0,474032263311625;0
"673";517;0;0,460353352642199;0
"1198";908;0;0,274792922872941;0
"524";407;0;0,609101559801489;1
"1307";1002;0;0,596491790085588;1
"1275";973;0;0,465851940610547;0
"3043";2308;1;0,179185374199413;0
"1716";1300;0;0,292556765060924;0
"2092";1597;1;0,461890421377664;0
"2159";1646;1;0,491877910354943;0
"2612";1990;1;0,629338492886344;1
"2203";1682;0;0,400834785899014;0
"2761";2098;0;0,452904895325874;0
"2";2;0;0,436314329025742;0
"847";646;1;0,436396078262394;0
"172";125;0;0,516055245623238;1
"2947";2236;0;0,442706008501696;0
"2078";1584;1;0,519417982064374;1
"2576";1962;1;0,484243616248629;0
"1117";848;0;0,381900878007286;0
"1195";905;1;0,374582770517858;0
"1874";1430;1;0,60045327150831;1
"2383";1824;1;0,459772002974184;0
"2390";1831;0;0,45608299984604;0
"1439";1101;0;0,562239916212391;1
"1083";820;0;0,511585473614234;1
"514";401;0;0,474453597809447;0
"695";535;1;0,469741119981292;0
"1191";902;0;0,411661661183914;0
"1097";832;1;0,533914456268629;1
"19";15;1;0,232285269876638;0
"761";583;1;0,404857727974332;0
"1169";887;1;0,50374246506505;1
"367";283;1;0,280422215763231;0
"464";362;1;0,622627268147781;1
"222";161;0;0,506750884140901;1
"605";466;0;0,726377047651287;1
"1137";866;0;0,657079020388631;1
"1836";1397;1;0,273267096141927;0
"861";657;1;0,603773515617445;1
"595";457;0;0,621053593947171;1
"1339";1027;1;0,226060086806473;0
"759";581;0;0,651892240831324;1
"1252";954;1;0,526222526258779;1
"2825";2149;1;0,718547446425728;1
"2055";1566;1;0,453568411334036;0
"2555";1949;0;0,486569290701598;0
"456";356;0;0,385443626713417;0
"2957";2241;0;0,147096828144757;0
"321";245;1;0,484122460664144;0
"823";629;1;0,626836098369275;1
"1517";1152;0;0,31635008844114;0
"1591";1210;1;0,690469975878152;1
"868";662;0;0,496536659696425;0
"897";682;0;0,306904298577422;0
"2963";2246;0;0,377733173721315;0
"1039";790;0;0,396072626906911;0
"2601";1982;1;0,592718179343991;1
"1146";873;1;0,606868833896448;1
"2039";1556;0;0,315081829059839;0
"3028";2296;1;0,347677274157938;0
"2931";2228;1;0,300544258185021;0
"128";96;1;0,607346371302698;1
"1250";952;0;0,372397161396916;0
"1367";1047;1;0,385656060888014;0
"2400";1839;1;0,563766784051291;1
"2878";2188;0;0,39006330750487;0
"506";393;1;0,417304567900361;0
"1110";842;1;0,321713128029721;0
"802";613;0;0,540494403564918;1
"66";48;0;0,365726779945823;0
"246";184;1;0,496318611597918;0
"788";602;1;0,693573257326434;1
"2482";1900;1;0,209925538790635;0
"1231";935;1;0,379516253752406;0
"1975";1509;0;0,307768675501284;0
"3005";2279;0;0,403254802137019;0
"2686";2043;0;0,511211711632222;1
"2115";1611;0;0,406194642887962;0
"1219";925;0;0,4468399669535;0
"2226";1699;0;0,368388507294059;0
"349";269;0;0,357598346978375;0
"1968";1502;0;0,413818097818176;0
"304";229;1;0,312155250956592;0
"495";384;0;0,596518283796234;1
"2391";1832;1;0,582381123745696;1
"2879";2189;0;0,224000818128053;0
"1056";803;1;0,541037554023294;1
"1819";1384;1;0,682673963061398;1
"1119";850;1;0,721134227636913;1
"2889";2197;1;0,607050741079676;1
"1952";1492;0;0,680798046747888;1
"400";312;1;0,488084451400283;0
"433";339;1;0,545449238731746;1
"999";756;1;0,324309787909538;0
"2689";2046;1;0,496024611899718;0
"1803";1370;1;0,5812907931221;1
"2688";2045;1;0,735025622214468;1
"2776";2111;1;0,342135613633472;0
"1602";1218;0;0,502959696069866;1
"1340";1028;1;0,676887256344152;1
"931";705;1;0,723495166254438;1
"470";366;0;0,493940958040118;0
"3009";2283;1;0,512261875954297;1
"509";396;0;0,35008353400773;0
"286";218;0;0,219864116939435;0
"2616";1992;0;0,517993466721714;1
"420";326;0;0,319484235445571;0
"945";716;1;0,556254574924107;1
"2041";1557;0;0,225514727009698;0
"947";718;1;0,468961804795453;0
"110";81;1;0,309766671963761;0
"2486";1904;0;0,147483804039104;0
"440";344;0;0,452888922738706;0
"657";506;0;0,566228345611615;1
"2563";1954;0;0,190351205793006;0
"824";630;0;0,542060713845374;1
"245";183;1;0,436557956428017;0
"1510";1148;0;0,161480779573931;0
"754";577;0;0,357797819187906;0
"2255";1721;0;0,449458604766233;0
"2861";2180;0;0,222954243492309;0
"1091";826;0;0,443879745035995;0
"413";322;0;0,3062344356945;0
"3014";2287;1;0,440089551214718;0
"1238";942;1;0,200814514070622;0
"191";137;0;0,442934614312519;0
"1104";837;1;0,337435611771522;0
"2768";2103;1;0,28494840596185;0
"2691";2048;1;0,630873084139758;1
"1750";1326;0;0,405346493440012;0
"755";578;0;0,340831767086427;0
"1268";967;1;0,457174698465111;0
"2820";2144;1;0,317947628864915;0
"2836";2160;1;0,487786422489711;0
"262";198;0;0,125707177596945;0
"587";450;0;0,18583661160854;0
"82";61;1;0,367270092145644;0
"196";141;1;0,452523825683599;0
"1959";1496;1;0,600440293411753;1
"917";696;0;0,698327358357006;1
"768";587;0;0,283442376653378;0
"2278";1742;0;0,306369326699496;0
"2551";1945;1;0,188304371522102;0
"2249";1717;1;0,65679289605361;1
"2439";1865;0;0,333616928468424;0
"2409";1847;1;0,541224656307062;1
"7";6;0;0,680875846380099;1
"2979";2257;1;0,648294145410614;1
"614";473;0;0,340868900291071;0
"2133";1627;1;0,526990740543213;1
"1227";931;0;0,221511335092585;0
"1067";807;0;0,492876256491265;0
